RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.4721713885845671,219481,11959
19161,0.4104515996296677,3668,322
19027,0.48286635259112328,8762,975
19013,0.4465891425610388,53469,5136
19017,0.45926103263905518,10512,998
19019,0.40415584415584418,7981,577
19195,0.3956103509009619,2751,169
19033,0.4692108362779741,18386,1532
19081,0.3821260583254939,3631,431
19169,0.48580578065632176,44600,2580
19139,0.4406994187136696,15098,3704
19165,0.46149816657936096,5076,210
19009,0.4659752547307133,2414,147
19191,0.4861687759491771,8873,846
19103,0.557218472938997,79682,4536
19065,0.4206615776081425,7726,540
19061,0.5015876930665598,47182,1628
19147,0.39714157101057848,3319,210
19183,0.43032096517186438,8797,655
19193,0.374513854539459,34260,4355
19003,0.4100499722376458,1426,51
19173,0.3592550236889397,2137,62
19041,0.4074050949050949,6171,354
19123,0.3218827789092555,6358,754
19125,0.3914534027005082,10946,2071
19157,0.44979463899697366,7897,426
19099,0.43307785397337636,14630,1474
19073,0.436993699369937,3391,493
19113,0.49922807512813957,105338,7840
19095,0.4782501235788433,7104,636
19049,0.4755438562699967,42226,2215
19145,0.39902032170516979,5545,483
19127,0.45858416520612668,15679,2375
19029,0.4531785602991586,5477,340
19045,0.38473798703396586,16535,1328
19055,0.4144965022632414,6241,810
19025,0.46338436077782377,4168,312
19129,0.3566086438546562,5120,268
19137,0.41685993748109309,3620,514
19175,0.38501756392451599,4470,243
19155,0.3723365448576272,32656,2048
19005,0.37444290202381827,4917,208
19105,0.46274358106474547,8602,968
19163,0.39068363564873978,62675,4891
19023,0.4564027979776993,6190,400
19021,0.46009174311926606,6141,2886
19167,0.3207861139004447,9571,1610
19031,0.46191013045579,7964,640
19179,0.35857473762475336,10360,2179
19035,0.4200267022696929,4375,344
19087,0.4014733887942267,6524,1487
19011,0.43657633066874637,10347,849
19057,0.3617163240690841,13299,796
19079,0.47952345495160089,6433,651
19187,0.4274454099821747,14107,1240
19077,0.4472822527832351,4472,309
19149,0.3943678754418716,7906,2023
19083,0.4320313427519886,6397,881
19067,0.40301751694156759,5836,468
19047,0.39453032104637339,5348,1288
19015,0.4845239002820767,12019,692
19181,0.4346753196284926,21164,1207
19141,0.3968588671562568,4976,482
19121,0.40255845268698739,6274,303
19037,0.418587111371826,4340,655
19089,0.38763922253767199,3116,434
19069,0.4034756703078451,3714,349
19109,0.4130831026800783,5595,524
19117,0.3487209302325581,2636,363
19111,0.35799387943072766,10625,1424
19071,0.35229885057471269,2266,186
19177,0.31303236797274278,2018,187
19159,0.40559869227625669,1947,38
19133,0.40789320951828209,3310,204
19085,0.3702042850024913,4860,341
19091,0.38491316174931997,3335,344
19171,0.45532217871128519,6900,774
19189,0.4104693838130191,3697,553
19135,0.3568184767094849,2450,300
19063,0.3954170286707211,3341,300
19115,0.3775260534662438,3171,995
19059,0.45712133503302818,7642,247
19093,0.37376093294460646,2176,388
19075,0.4791530412034009,5416,445
19151,0.40474391902100018,2476,203
19101,0.3609182836840667,5921,682
19043,0.3840104849279161,6190,549
19131,0.37814094086529378,3828,175
19119,0.2861760952786048,3205,159
19007,0.3554643489457589,4026,391
19051,0.2747777777777778,2328,145
19185,0.312373854991461,1851,161
19143,0.36186639812017459,1959,197
19053,0.30317662007623888,2164,222
19197,0.43965928992198696,4645,878
19039,0.39318786588610968,3009,685
19107,0.352820612922116,3332,283
19097,0.41318997890838007,7677,355
19001,0.3889821029082774,2479,303
,,38,6
