ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,84368,6164,36348,4564
19163,147642,10217,65586,4977
19167,20959,868,8796,2486
19197,10271,359,4188,1555
19105,11944,568,5284,738
19113,219655,17011,98258,7431
19139,28775,1788,11244,4380
19125,26025,1122,10455,3851
19013,126228,7081,56832,5244
19027,18834,791,8468,959
19103,165644,11795,75354,3478
19061,112435,4677,53125,1707
19169,88881,8520,39572,2159
19033,46847,2934,21239,1375
19187,31907,2059,14327,968
19153,440652,41843,194824,9309
19179,22264,1381,10147,484
19157,16938,863,7937,251
19099,25150,1962,11295,782
19135,6168,283,2810,235
19019,11766,425,5553,238
19165,10910,361,5210,82
19127,26189,1792,10940,2580
19123,14067,764,6449,362
19181,31490,2337,14296,738
19015,20581,1168,9524,424
19017,23652,1258,10660,1084
19183,13479,887,6061,460
19171,15280,1237,6562,956
19045,30090,2155,13326,1204
19115,7640,215,2973,1502
19111,23354,1142,10244,1462
19051,7865,191,3005,1634
19087,14851,946,6167,1519
19059,14359,600,6789,174
19079,13319,471,6162,374
19077,8191,343,3815,202
19177,2900,105,1352,90
19001,4403,183,1990,302
19029,19938,612,9397,320
19041,15377,640,7318,141
19063,9607,664,4258,326
19101,14066,937,6142,839
19065,19963,657,9218,848
19119,5798,237,2759,44
19195,3252,126,1565,0
19031,11966,404,5671,245
19189,7720,296,3479,441
19049,76772,6445,34932,1815
19055,9135,446,4020,676
19071,3201,107,1503,89
19191,15006,1014,6577,821
19075,8909,319,4147,288
19057,33330,2150,15272,601
19149,15966,493,6306,2827
19121,13083,621,6141,132
19007,8516,384,3806,432
19107,3124,134,1445,100
19193,81646,4597,36619,4223
19175,8997,454,4208,209
19005,10788,451,5126,81
19023,7683,165,3687,136
19185,6125,243,2717,351
19151,3725,119,1732,140
19035,8952,360,4187,211
19069,6757,203,3170,204
19083,12658,421,5481,1218
19011,14507,612,6738,406
19145,13022,1176,5592,650
19067,12607,520,5594,882
19009,3998,94,1903,101
19159,3957,140,1883,3
19137,6592,358,2832,541
19047,12622,425,5336,1501
19147,6450,222,3036,122
,8451,248,4254,0
19161,6475,143,3141,34
19109,11417,486,5249,381
19141,10062,344,4715,279
19091,7988,309,3602,334
19039,9074,352,3701,1311
19073,8769,402,3929,439
19095,11348,327,5245,514
19043,12336,302,5686,621
19089,4076,175,1891,135
19021,15689,787,5817,3180
19037,5698,152,2624,305
19003,3408,115,1557,2
19053,5692,197,2648,110
19173,4311,136,2072,9
19085,6660,418,3014,204
19131,8425,222,4039,108
19081,6218,286,2660,613
19097,15231,462,7301,184
19117,6731,222,3030,354
19129,10286,742,4707,110
19143,2978,76,1381,140
19025,8269,164,3966,150
19133,3960,328,1759,126
19093,3456,142,1427,462
