RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,136427,6522,62512,4884
19127,35436,1769,15647,2375
19059,15998,507,7622,244
19113,226636,8634,105086,7834
19169,95889,4501,44408,2567
19013,116387,4594,53339,5114
19085,10467,411,4858,339
19179,23796,928,10353,2161
19019,17064,578,7955,575
19021,15772,620,6134,2883
19187,30603,1189,14092,1230
19041,12977,461,6081,353
19075,11644,378,5412,444
19073,7595,339,3382,492
19049,90836,4311,42126,2213
19171,15138,579,6893,773
19141,10706,284,4971,482
19103,169831,6236,79525,4532
19153,475942,26389,218845,11941
19139,35395,1563,15065,3700
19129,11020,516,5117,268
19017,22848,890,10483,995
19047,12344,401,5328,1288
19033,39721,1479,18362,1516
19091,7222,209,3335,344
19043,13201,282,6185,548
19089,6885,223,3114,434
19061,98418,2886,46955,1625
19095,15371,545,7096,635
19107,7145,201,3331,283
19161,7818,163,3667,321
19079,13946,440,6429,649
19051,4982,194,2321,145
19071,4851,150,2258,185
19087,15025,511,6520,1478
19145,12074,510,5542,483
19181,45604,2185,21108,1203
19149,18449,658,7884,2021
19105,18603,500,8576,952
19083,14015,371,6384,877
19155,70730,3633,32529,2044
19027,18996,521,8751,973
19135,5361,175,2443,300
19125,24858,903,10941,2071
19183,18929,709,8785,652
19081,7901,211,3630,429
19067,12553,419,5834,466
19191,19264,693,8864,845
19175,9559,391,4463,242
19065,16470,576,7682,530
19099,31835,1218,14572,1474
19193,76280,3534,34201,4348
19035,9320,238,4369,344
19001,5459,202,2477,302
19197,10468,348,4621,878
19093,4880,144,2175,386
19015,25792,1135,11982,691
19195,5807,142,2748,168
19023,13146,390,6178,399
19165,10604,252,5073,204
19009,5115,143,2414,144
19157,16767,563,7890,424
19031,17068,529,7949,640
19109,12189,479,5595,521
19147,7052,207,3319,208
19131,8030,202,3828,173
19003,2995,96,1425,50
19173,4467,129,2137,62
19137,8046,294,3620,513
19045,35859,1592,16474,1322
19029,11619,335,5472,340
19123,13964,506,6356,746
19189,8205,269,3693,552
19117,5785,166,2628,362
19063,7352,383,3336,297
19011,22199,701,10324,849
19167,21281,593,9537,1610
19111,23547,968,10580,1417
19039,6997,309,3002,684
19057,28814,1490,13263,796
19077,9638,397,4467,307
19121,13307,465,6270,301
19101,13163,652,5914,679
19185,4058,196,1851,161
19151,5330,175,2476,202
19097,16115,434,7663,354
19069,8054,282,3712,347
19177,4334,118,2016,185
19025,8876,231,4166,312
19159,4027,95,1947,38
19115,7591,277,3161,993
19055,13606,345,6227,810
19005,10393,364,4911,208
19133,7028,208,3309,202
19143,4219,107,1958,196
19007,8723,292,4021,391
19037,9584,255,4338,655
19119,6688,125,3202,159
19053,4700,149,2164,222
,86,6,38,6
